Report generated on: 04-02-2024 16:48:16
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"INTL.7-2-FJI-TST.A","        Coal (Mst)","23.14854","19.8416","25.35316","19.8416","24.25085","17.63698","16.53467","11.757986666667","7.8998966666667","14.421908333333","20.94392","19.8416","23.736437333333","26.657562333333","26.05588425","25.454206166667","24.852528083333","24.25085","22.046225","19.8416","18.73929","16.53467","17.96920174555","18.18699725766","0.02351557923","0.00390548433","0.00658299532","0.0001212541","0.00738657931","0.01141662467","0.0055225731","0.00654220985","0.00334881778","0.00212415137","0.00306111487","0.00283734594","0.00070988764","0.00432215751","0.00231705562","0.00125773571","0.00047068637","0.00386028962","0.00229831635"
"INTL.11-2-FJI-TST.A","            Anthracite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-2-FJI-TST.A","            Metallurgical coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.12-2-FJI-TST.A","            Bituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000220462"
"INTL.119-2-FJI-TST.A","            Subbituminous (Mst)","23.14854","19.8416","25.35316","19.8416","24.25085","17.63698","16.53467","11.757986666667","7.8998966666667","14.421908333333","20.94392","19.8416","23.736437333333","26.657562333333","26.05588425","25.454206166667","24.852528083333","24.25085","22.046225","19.8416","18.73929","16.53467","17.96920174555","18.18699725766","0.02351557923","0.00390548433","0.00658299532","0.0001212541","0.00738657931","0.01141662467","0.0055225731","0.00654220985","0.00334881778","0.00212415137","0.00306111487","0.00283734594","0.00070988764","0.00432215751","0.00231705562","0.00125773571","0.00047068637","0.00386028962","0.00229611173"
"INTL.14-2-FJI-TST.A","            Lignite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.21-2-FJI-TST.A","        Metallurgical coke (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Finland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-2-FIN-TST.A","        Coal (Mst)","6274.348520000077","2960.804660000027","3301.418450000028","3470.0718799999127","4183.266449999975","5862.0845800000825","5013.305879999932","6347.100980000016","6458.434289999983","6283.167000000014","6224.744570000062","6137.662080000023","5360.533530000079","6611.655380000079","8567.15332000001","7234.460530000025","8799.74072999999","7711.760759999987","5737.523549999934","5860.982269999973","5718.78428000006","6609.450759999983","7344.6915299999955","9828.195959999963","8809.661519999998","4926.223389999961","8626.67805999999","7592.711279999982","5623.9856200000095","6224.74456999993","7676.486839999945","5916.097769999957","5098.18374999992","6417.64882000005","5249.20022","4186.57337999998","5294.39493000004","4851.26630999997","4747.64917","3923.45198300003","3003.79475","3368.65936","3529.59662"
"INTL.11-2-FIN-TST.A","            Anthracite (Mst)","1.0157263449773","1.2291398263272","1.019207094928","0.95503076771265","0.77925289520426","1.1070960311822","1.1865006394316","1.1029626406157","1.0435723445826","1.2106483422143","1.3272534655615","1.1253699684231","0.92740231497928","1.2907055910795","1.8141233649102","1.2663403414249","1.4997681349911","1.5300071501875","1.0028910795342","0.78251609828301","1.1033977343596","1.3433519340833","1.2595963883955","2.207230562463","1.8025933806986","1.0274738760608","1.4540832918887","1.4510376356819","1.2339258575094","1.2941863410302","1.2878774817446","1.5163016972568","0.62581666092","1.50533107065","3.71698932","5.62831549368","18.57195477434","11.28856601037","0.005291088","4.09864541823","9.92079","16.53465","15.43234"
"INTL.130-2-FIN-TST.A","            Metallurgical coal (Mst)","1232.0760564575","1490.9466093349","1236.2982061476","1158.4523212354","945.23376188277","1342.907485824","1439.2252756305","1337.8936830669","1265.8532539787","1468.516439106","1609.9584537261","1365.0737716973","1124.9390080699","1565.6258819795","2200.5316416361","1536.0708341484","1819.2187477442","1855.8986731774","1216.506879475","949.19202721729","1338.4214517782","1629.485896043","1527.8904191237","2677.3706722676","2186.5457707874","1246.3258116617","1763.803033061","1760.1086520821","1496.7520651589","1569.8480316696","1562.1953853562","1839.2739587724","1289.5459680526","1351.43206","1365.76209","1349.22744","1347.02282","1308.44197","1323.87431","1265.45188","1192.69942","1293.00963","1289.7027"
"INTL.12-2-FIN-TST.A","            Bituminous (Mst)","5041.2567371976","1468.6289108388","2064.1010367575","2310.6645279968","3237.253435222","4518.0699981449","3572.89410373","5008.1043342925","5191.5374636767","4813.4399125518","4613.4588628084","4771.4629383343","4234.6671196152","5044.7387924295","6364.807554999","5697.1233555102","6979.0222141208","5854.3320796724","4520.0137794454","4911.0077266844","4379.2594304875","4978.6215120229","5815.5415144879","7148.6180571699","6621.3131558319","3678.8701044622","6861.4209436471","5831.1515902822","4125.9996289836","4653.6023519893","6113.003577162","4075.3075095303","3808.0119652864","5064.7114289294","3879.72114068","2831.7176245063","3928.8001552257","3531.5357739896","3423.769568912","2653.9014575818","1801.17454","2059.11508","2224.46158"
"INTL.119-2-FIN-TST.A","            Subbituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.14-2-FIN-TST.A","            Lignite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.21-2-FIN-TST.A","        Metallurgical coke (Mst)","1169.55091","1173.96015","1213.64331","1241.20106","1270.96343","1293.00963","1207.02945","1276.47498","1335.99972","1387.80829","1402.13832","1296.31656","1306.23735","1424.18452","1434.10531","1313.95352","1323.87431","1461.66306","1489.22081","1521.1878","1575.20099","1523.39242","1516.77856","1571.89406","1556.46172","1560.87096","1565.2802","1563.07558","1498.03929","1139.78854","1399.9337","1373.47826","1248.91723","1267.6565","1319.46507","1279.78191","1177.26708","1075.85456","1173.96015","1003.1021","1007.51134","1220.25717","1035.06909"
"","Former Czechoslovakia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-2-CSK-TST.A","        Coal (Mst)","137149.4102000043","136631.32450000546","140540.1157599977","142077.83821000013","143989.24375000506","139960.30070000436","137303.73359999826","138169.04695000255","136333.7007999973","127500.890770002","121465.7435200009","112186.4979400007","99698.4279499996","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.11-2-CSK-TST.A","            Anthracite (Mst)","661.27023528659","562.69355645041","635.7446280815","634.91258702775","583.99611186985","595.76173075284","617.19845315972","540.10799917181","605.81808956231","580.23276710814","1965.7620225844","1976.7838559226","1632.4565072019","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.130-2-CSK-TST.A","            Metallurgical coal (Mst)","12421.285480928","12171.979699618","12762.644715874","12922.956945533","12958.561509794","12619.197777766","12457.644634724","12584.909503666","12747.613839736","11666.68365835","13521.1876475","12660.993217114","10526.615993123","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.12-2-CSK-TST.A","            Bituminous (Mst)","8441.0948031446","8486.0846064216","8818.432799044","9016.842249507","9197.6838161789","8872.2635215864","8712.2567678765","9142.5752670005","9190.3007941515","8212.6270167785","5339.3493774932","4661.0504461288","3586.2299498754","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.119-2-CSK-TST.A","            Subbituminous (Mst)","440.73528799509","375.33308991545","423.65518631818","423.05437868238","389.32332386232","397.13382234912","411.29571539804","359.79792171425","403.05606837749","386.49094478536","1306.5832552403","1313.8787670773","1086.0013091083","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.14-2-CSK-TST.A","            Lignite (Mst)","115185.02439265","115035.2335476","117899.63843068","119080.07204925","120859.6789883","117475.94384755","115105.33802884","115541.65625845","113386.91200817","106654.85638298","99332.861217183","91573.791653758","82867.124190691","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.21-2-CSK-TST.A","        Metallurgical coke (Mst)","8692.81666","8675.1797","8829.5031","8735.80675","9381.76041","9477.66138","9371.83962","9554.82308","9628.67785","9584.58545","9977.00781","7945.45048","7508.93572","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"","Former Serbia and Montenegro","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-2-SCG-TST.A","        Coal (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","42354.05712999956","40632.248909999704","37202.96250000033","44759.29755000024","44688.49557499981","47398.22768999973","48697.851179999496","36658.42136000023","41142.61844000001","40304.86284000046","42551.370620000416","44607.17876999975","45680.82870999969","40401.86612000017","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.11-2-SCG-TST.A","            Anthracite (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","6.2723609229306","6.0398314985219","6.7319787367551","5.7318567737754","7.4521481553008","4.7390672557015","5.4838908437391","10.331237128231","12.635492416547","15.35482794769","14.55319565279","14.491575839125","21.848581596513","28.486273259583","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.130-2-SCG-TST.A","            Metallurgical coal (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.12-2-SCG-TST.A","            Bituminous (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","24.628139803629","24.060003605179","26.743736141571","23.368286923465","29.710873172509","19.119507423032","21.69357306576","39.938526617","48.918631933467","59.482911982767","56.508766383628","56.508766383628","85.188027518177","109.89259724359","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.119-2-SCG-TST.A","            Subbituminous (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.14-2-SCG-TST.A","            Lignite (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","42323.156629273","40602.149074896","37169.486785122","44730.197406303","44651.332553672","47374.369115321","48670.67371609","36608.151596255","41081.06431565","40230.02510007","42480.308657964","44536.178427777","45573.792100885","40263.487249497","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.21-2-SCG-TST.A","        Metallurgical coke (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","439.82169","0.37898740572","151.75711870286","303.13525","450.93188130848","609.1350950432","662.35481915669","642.42219165762","319.21081654506","175.7377007925","116.63680560136","396.0056280939","675.21741219691","845.45058911335","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"","Former U.S.S.R.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-2-SUN-TST.A","        Coal (Mst)","733611.000000006","690914.000000002","692043.000000001","689298.999999999","682958.999999988","673937.000000004","683370.999999996","716857.999999992","720042.999999993","718792.000000002","705776.066666678","672436.38477999","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.11-2-SUN-TST.A","            Anthracite (Mst)","53249.512892165","50347.092672931","50209.1706927","49866.183492077","49310.985978076","48724.546383261","49330.618210958","51796.260209836","51785.59542175","51821.402912345","50653.906599497","48031.306302602","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.130-2-SUN-TST.A","            Metallurgical coal (Mst)","158352.42113713","149217.93112563","148509.66935251","147552.66519287","146148.85424731","144881.86549447","147046.08729213","154731.67062155","155651.28740921","155148.94415587","152293.79821303","145307.42559487","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.12-2-SUN-TST.A","            Bituminous (Mst)","382776.0472249","360694.18685223","362771.03055114","361800.74519769","358389.69260004","352457.23727212","356982.64352572","373611.77006389","374372.64919429","374411.33838887","367304.7931089","349123.31182845","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
